Person_ID,Activity_Type,Activity_Frequency,Activity_Rating,Has_Social_Circle
Frist_2 Last name_212,Cooking,Monthly,4,Yes
Frist_2 Last name_212,Reading,Daily,2,No
Frist_2 Last name_32,Traveling,Daily,1,Yes
Frist_2 Last name_32,Cooking,Weekly,2,No
Frist_2 Last name_32,Social Media,Daily,4,No
Frist_2 Last name_32,Volunteering,Daily,2,No
Frist_2 Last name_20,Outdoor Sports,Daily,2,Yes
Frist_2 Last name_20,Cooking,Rarely,1,No
Frist_2 Last name_20,Reading,Rarely,2,Yes
Frist_2 Last name_20,Social Media,Daily,1,Yes
Frist_2 Last name_20,Music,Weekly,3,No
Frist_2 Last name_20,Movies,Daily,5,No
Frist_2 Last name_4,Music,Daily,2,No
Frist_2 Last name_4,Social Media,Rarely,1,No
Frist_2 Last name_288,Volunteering,Weekly,1,No
Frist_2 Last name_288,Social Media,Daily,3,No
Frist_2 Last name_288,Cooking,Rarely,5,Yes
Frist_2 Last name_288,Music,Monthly,3,No
Frist_2 Last name_288,Reading,Monthly,4,No
Frist_2 Last name_288,Outdoor Sports,Rarely,3,No
Frist_2 Last name_288,Movies,Rarely,1,No
Frist_2 Last name_16,Social Media,Monthly,5,Yes
Frist_2 Last name_16,Movies,Rarely,2,No
Frist_2 Last name_16,Volunteering,Daily,4,Yes
Frist_2 Last name_16,Reading,Daily,3,No
Frist_2 Last name_284,Reading,Weekly,4,Yes
Frist_2 Last name_284,Social Media,Monthly,1,Yes
Frist_2 Last name_284,Volunteering,Weekly,4,Yes
Frist_2 Last name_284,Movies,Weekly,5,No
Frist_2 Last name_284,Music,Rarely,3,Yes
Frist_2 Last name_284,Outdoor Sports,Weekly,4,No
Frist_2 Last name_284,Traveling,Weekly,1,No
Frist_2 Last name_2,Reading,Monthly,3,No
Frist_2 Last name_2,Outdoor Sports,Rarely,3,No
Frist_2 Last name_2,Traveling,Weekly,4,No
Frist_2 Last name_2,Movies,Monthly,3,Yes
Frist_2 Last name_2,Cooking,Daily,2,No
Frist_1 Last name_124,Cooking,Weekly,2,No
Frist_1 Last name_124,Movies,Weekly,5,Yes
Frist_1 Last name_204,Traveling,Rarely,2,Yes
Frist_1 Last name_204,Movies,Rarely,1,No
Frist_1 Last name_204,Volunteering,Daily,4,No
Frist_1 Last name_204,Music,Weekly,3,No
Frist_1 Last name_204,Reading,Rarely,5,No
Frist_1 Last name_204,Social Media,Daily,5,No
Frist_1 Last name_96,Cooking,Daily,4,Yes
Frist_1 Last name_96,Traveling,Rarely,2,No
Frist_1 Last name_96,Reading,Daily,3,No
Frist_1 Last name_96,Music,Weekly,3,Yes
Frist_1 Last name_96,Social Media,Daily,5,Yes
Frist_1 Last name_96,Volunteering,Weekly,5,No
Frist_1 Last name_168,Cooking,Monthly,2,Yes
Frist_1 Last name_168,Volunteering,Daily,3,No
Frist_1 Last name_168,Movies,Monthly,5,Yes
Frist_1 Last name_168,Social Media,Monthly,4,Yes
Frist_1 Last name_168,Reading,Rarely,3,Yes
Frist_1 Last name_168,Outdoor Sports,Rarely,1,Yes
Frist_1 Last name_132,Traveling,Daily,2,Yes
Frist_1 Last name_132,Outdoor Sports,Daily,4,Yes
Frist_1 Last name_132,Music,Weekly,1,Yes
Frist_1 Last name_276,Cooking,Daily,4,No
Frist_1 Last name_276,Movies,Monthly,5,Yes
Frist_1 Last name_276,Reading,Weekly,1,No
Frist_1 Last name_276,Traveling,Rarely,3,No
Frist_1 Last name_268,Movies,Monthly,2,No
Frist_1 Last name_268,Cooking,Daily,3,No
Frist_1 Last name_268,Outdoor Sports,Weekly,3,No
Frist_1 Last name_196,Volunteering,Weekly,5,Yes
Frist_1 Last name_196,Outdoor Sports,Daily,5,Yes
Frist_1 Last name_60,Social Media,Weekly,2,Yes
Frist_1 Last name_60,Traveling,Rarely,5,Yes
Frist_1 Last name_16,Outdoor Sports,Rarely,4,No
Frist_1 Last name_16,Cooking,Weekly,4,Yes
Frist_1 Last name_16,Social Media,Rarely,5,Yes
Frist_1 Last name_16,Traveling,Rarely,1,No
Frist_1 Last name_16,Reading,Monthly,5,No
Frist_1 Last name_16,Movies,Monthly,1,No
Frist_1 Last name_16,Volunteering,Daily,4,Yes
Frist_1 Last name_52,Cooking,Daily,5,Yes
Frist_1 Last name_52,Reading,Weekly,1,No
Frist_1 Last name_24,Music,Daily,5,Yes
Frist_1 Last name_24,Traveling,Daily,1,Yes
Frist_1 Last name_232,Reading,Rarely,4,No
Frist_1 Last name_232,Volunteering,Monthly,3,Yes
Frist_1 Last name_232,Social Media,Daily,5,Yes
Frist_1 Last name_232,Outdoor Sports,Rarely,4,Yes
Frist_1 Last name_232,Traveling,Weekly,3,No
Frist_1 Last name_240,Traveling,Rarely,3,Yes
Frist_1 Last name_240,Outdoor Sports,Daily,3,Yes
Frist_1 Last name_240,Movies,Rarely,1,No
Frist_1 Last name_240,Volunteering,Monthly,1,Yes
Frist_1 Last name_240,Reading,Rarely,5,Yes
Frist_1 Last name_240,Social Media,Monthly,3,Yes
Frist_1 Last name_160,Cooking,Weekly,1,No
Frist_1 Last name_160,Music,Monthly,3,Yes
Frist_1 Last name_160,Traveling,Weekly,3,Yes
Frist_1 Last name_88,Traveling,Daily,2,No
Frist_1 Last name_100,Reading,Monthly,2,No
Frist_1 Last name_100,Music,Weekly,2,Yes
Frist_1 Last name_100,Social Media,Monthly,5,Yes
Frist_1 Last name_100,Movies,Monthly,5,Yes
Frist_1 Last name_100,Volunteering,Rarely,2,Yes
Frist_1 Last name_172,Cooking,Daily,3,No
Frist_1 Last name_172,Traveling,Weekly,4,No
Frist_1 Last name_172,Movies,Weekly,5,Yes
Frist_1 Last name_172,Volunteering,Monthly,1,No
Frist_1 Last name_172,Social Media,Daily,5,No
Frist_1 Last name_208,Volunteering,Monthly,2,No
Frist_1 Last name_208,Traveling,Monthly,3,No
Frist_1 Last name_208,Music,Weekly,4,Yes
Frist_1 Last name_208,Reading,Weekly,5,Yes
Frist_1 Last name_28,Volunteering,Rarely,5,No
Frist_1 Last name_28,Music,Daily,5,Yes
Frist_1 Last name_28,Outdoor Sports,Rarely,1,Yes
Frist_1 Last name_28,Movies,Monthly,4,Yes
Frist_1 Last name_64,Cooking,Monthly,4,No
Frist_1 Last name_136,Music,Monthly,2,No
Frist_1 Last name_136,Reading,Daily,5,No
Frist_1 Last name_260,Music,Daily,4,Yes
Frist_1 Last name_260,Volunteering,Weekly,3,Yes
Frist_1 Last name_260,Social Media,Daily,2,Yes
Frist_1 Last name_260,Movies,Monthly,2,Yes
Frist_1 Last name_260,Outdoor Sports,Weekly,2,Yes
Frist_1 Last name_260,Traveling,Rarely,5,No
Frist_1 Last name_8,Outdoor Sports,Weekly,5,No
Frist_1 Last name_8,Movies,Weekly,4,Yes
Frist_1 Last name_8,Reading,Rarely,4,No
Frist_1 Last name_8,Cooking,Monthly,1,No
Frist_1 Last name_44,Movies,Rarely,2,No
Frist_1 Last name_44,Cooking,Rarely,5,No
Frist_1 Last name_44,Volunteering,Rarely,2,No
Frist_1 Last name_44,Traveling,Weekly,2,Yes
Frist_1 Last name_44,Outdoor Sports,Weekly,4,No
Frist_1 Last name_44,Music,Weekly,2,No
Frist_1 Last name_44,Reading,Weekly,5,No
Frist_1 Last name_44,Social Media,Monthly,4,Yes
Frist_1 Last name_80,Cooking,Weekly,5,Yes
Frist_1 Last name_80,Reading,Rarely,1,No
Frist_1 Last name_80,Social Media,Weekly,2,Yes
Frist_1 Last name_80,Movies,Weekly,1,Yes
Frist_1 Last name_116,Movies,Daily,4,Yes
Frist_1 Last name_116,Social Media,Daily,2,No
Frist_1 Last name_152,Social Media,Weekly,4,Yes
Frist_1 Last name_152,Cooking,Rarely,1,Yes
Frist_1 Last name_152,Outdoor Sports,Daily,5,Yes
Frist_1 Last name_152,Movies,Daily,3,Yes
Frist_1 Last name_152,Volunteering,Weekly,2,Yes
Frist_1 Last name_152,Reading,Weekly,4,Yes
Frist_1 Last name_188,Social Media,Daily,3,Yes
Frist_1 Last name_188,Reading,Weekly,5,Yes
Frist_1 Last name_188,Outdoor Sports,Weekly,2,Yes
Frist_1 Last name_188,Music,Monthly,4,No
Frist_1 Last name_188,Movies,Weekly,3,No
Frist_1 Last name_188,Traveling,Daily,4,No
Frist_1 Last name_188,Cooking,Monthly,2,No
Frist_1 Last name_188,Volunteering,Rarely,5,No
Frist_1 Last name_224,Traveling,Monthly,2,Yes
Frist_1 Last name_244,Cooking,Daily,4,Yes
Frist_1 Last name_244,Outdoor Sports,Daily,3,Yes
Frist_1 Last name_244,Volunteering,Monthly,5,No
Frist_1 Last name_244,Movies,Rarely,4,Yes
Frist_1 Last name_244,Social Media,Monthly,4,Yes
Frist_1 Last name_244,Music,Monthly,4,Yes
Frist_1 Last name_244,Reading,Monthly,5,Yes
Frist_1 Last name_244,Traveling,Rarely,1,No
Frist_1 Last name_280,Music,Monthly,5,No
Frist_1 Last name_280,Reading,Weekly,4,No
Frist_1 Last name_280,Cooking,Weekly,3,No
Frist_1 Last name_280,Outdoor Sports,Daily,5,Yes
Frist_1 Last name_280,Traveling,Rarely,5,No
Frist_1 Last name_280,Volunteering,Weekly,5,Yes
Frist_1 Last name_280,Social Media,Monthly,4,Yes
Frist_1 Last name_236,Traveling,Weekly,5,Yes
Frist_1 Last name_20,Outdoor Sports,Monthly,1,No
Frist_1 Last name_20,Cooking,Daily,4,No
Frist_1 Last name_20,Social Media,Weekly,3,Yes
Frist_1 Last name_20,Reading,Daily,1,Yes
Frist_1 Last name_20,Volunteering,Weekly,3,Yes
Frist_1 Last name_20,Music,Weekly,4,No
Frist_1 Last name_20,Movies,Rarely,4,Yes
Frist_1 Last name_272,Volunteering,Daily,1,Yes
Frist_1 Last name_272,Traveling,Rarely,1,No
Frist_1 Last name_272,Cooking,Rarely,1,Yes
Frist_1 Last name_128,Reading,Monthly,4,Yes
Frist_1 Last name_128,Traveling,Monthly,4,No
Frist_1 Last name_128,Volunteering,Daily,5,Yes
Frist_1 Last name_112,Music,Monthly,4,No
Frist_1 Last name_112,Outdoor Sports,Monthly,2,Yes
Frist_1 Last name_112,Volunteering,Daily,4,No
Frist_1 Last name_220,Reading,Rarely,4,Yes
Frist_1 Last name_40,Music,Rarely,2,No
Frist_1 Last name_40,Cooking,Daily,4,No
Frist_1 Last name_4,Movies,Monthly,3,No
Frist_1 Last name_4,Outdoor Sports,Monthly,2,No
Frist_1 Last name_4,Music,Rarely,1,No
Frist_1 Last name_76,Social Media,Daily,2,No
Frist_1 Last name_76,Reading,Weekly,1,No
Frist_1 Last name_76,Traveling,Rarely,4,Yes
Frist_1 Last name_76,Movies,Rarely,1,No
Frist_1 Last name_76,Outdoor Sports,Weekly,2,Yes
Frist_1 Last name_76,Music,Weekly,4,No
Frist_1 Last name_76,Cooking,Rarely,5,Yes
Frist_1 Last name_148,Traveling,Daily,3,Yes
Frist_1 Last name_148,Volunteering,Monthly,5,Yes
Frist_1 Last name_148,Reading,Rarely,1,Yes
Frist_1 Last name_148,Cooking,Rarely,5,Yes
Frist_1 Last name_148,Movies,Daily,5,Yes
Frist_1 Last name_148,Music,Monthly,2,No
Frist_1 Last name_148,Outdoor Sports,Rarely,4,No
Frist_1 Last name_148,Social Media,Monthly,3,Yes
Frist_1 Last name_92,Movies,Daily,4,No
Frist_1 Last name_56,Movies,Monthly,5,Yes
Frist_1 Last name_200,Movies,Weekly,4,No
Frist_1 Last name_200,Cooking,Rarely,3,No
Frist_1 Last name_200,Traveling,Monthly,2,No
Frist_1 Last name_184,Music,Daily,4,Yes
Frist_1 Last name_184,Cooking,Weekly,3,Yes
Frist_1 Last name_256,Outdoor Sports,Monthly,1,No
Frist_1 Last name_256,Traveling,Monthly,2,No
Frist_1 Last name_256,Music,Weekly,4,No
Frist_1 Last name_256,Volunteering,Daily,1,No
Frist_1 Last name_256,Social Media,Daily,2,Yes
Frist_1 Last name_256,Reading,Daily,2,No
Frist_1 Last name_256,Cooking,Rarely,4,No
Frist_1 Last name_256,Movies,Rarely,4,Yes
Frist_1 Last name_164,Movies,Daily,4,No
Frist_1 Last name_164,Outdoor Sports,Rarely,2,Yes
Frist_1 Last name_164,Cooking,Rarely,4,Yes
Frist_1 Last name_164,Volunteering,Weekly,1,Yes
Frist_1 Last name_164,Music,Rarely,5,Yes
Frist_1 Last name_228,Volunteering,Rarely,5,No
Frist_1 Last name_228,Traveling,Weekly,3,Yes
Frist_1 Last name_228,Cooking,Rarely,3,Yes
Frist_1 Last name_228,Reading,Rarely,4,Yes
Frist_1 Last name_228,Movies,Daily,4,Yes
Frist_1 Last name_264,Cooking,Monthly,1,No
Frist_1 Last name_264,Reading,Rarely,1,No
Frist_1 Last name_264,Volunteering,Weekly,2,Yes
Frist_1 Last name_264,Outdoor Sports,Monthly,2,Yes
Frist_1 Last name_264,Music,Rarely,1,No
Frist_1 Last name_48,Movies,Monthly,3,Yes
Frist_1 Last name_48,Social Media,Daily,4,Yes
Frist_1 Last name_12,Music,Monthly,3,Yes
Frist_1 Last name_12,Social Media,Weekly,3,No
Frist_1 Last name_12,Movies,Monthly,4,No
Frist_1 Last name_12,Cooking,Weekly,1,Yes
Frist_1 Last name_12,Outdoor Sports,Monthly,4,No
Frist_1 Last name_12,Volunteering,Rarely,1,Yes
Frist_1 Last name_84,Cooking,Monthly,2,Yes
Frist_1 Last name_84,Music,Daily,5,No
Frist_1 Last name_84,Traveling,Weekly,5,No
Frist_1 Last name_156,Traveling,Monthly,2,No
Frist_1 Last name_156,Volunteering,Daily,4,No
Frist_1 Last name_192,Reading,Daily,3,No
Frist_1 Last name_192,Outdoor Sports,Daily,5,Yes
Frist_1 Last name_192,Music,Daily,1,No
Frist_1 Last name_192,Cooking,Monthly,5,Yes
Frist_1 Last name_192,Social Media,Monthly,1,Yes
Frist_1 Last name_192,Traveling,Rarely,2,Yes
Frist_1 Last name_192,Movies,Weekly,5,Yes
Frist_1 Last name_192,Volunteering,Rarely,1,Yes
Frist_1 Last name_120,Volunteering,Weekly,4,No
Frist_1 Last name_120,Traveling,Rarely,1,No
Frist_1 Last name_104,Outdoor Sports,Monthly,1,No
Frist_1 Last name_68,Cooking,Monthly,2,Yes
Frist_1 Last name_68,Movies,Monthly,1,Yes
Frist_1 Last name_68,Outdoor Sports,Daily,2,No
Frist_1 Last name_68,Social Media,Monthly,2,No
Frist_1 Last name_68,Traveling,Weekly,3,Yes
Frist_1 Last name_140,Music,Daily,5,Yes
Frist_1 Last name_140,Social Media,Daily,5,Yes
Frist_1 Last name_140,Reading,Rarely,2,Yes
Frist_1 Last name_140,Traveling,Monthly,3,No
Frist_1 Last name_140,Volunteering,Rarely,2,Yes
Frist_1 Last name_212,Movies,Rarely,2,Yes
Frist_1 Last name_32,Volunteering,Daily,4,Yes
Frist_1 Last name_32,Music,Monthly,2,No
Frist_1 Last name_32,Reading,Rarely,4,No
Frist_1 Last name_32,Traveling,Rarely,3,Yes
Frist_1 Last name_32,Cooking,Daily,4,Yes
Frist_1 Last name_32,Movies,Weekly,5,Yes
Frist_1 Last name_176,Cooking,Monthly,2,No
Frist_1 Last name_176,Reading,Daily,4,Yes
Frist_1 Last name_176,Music,Daily,3,No
Frist_1 Last name_176,Outdoor Sports,Rarely,2,No
Frist_1 Last name_176,Traveling,Rarely,5,Yes
Frist_1 Last name_248,Reading,Daily,5,No
Frist_1 Last name_248,Music,Daily,2,Yes
Frist_1 Last name_248,Outdoor Sports,Daily,1,No
Frist_1 Last name_248,Traveling,Weekly,4,Yes
Frist_1 Last name_248,Cooking,Monthly,1,No
Frist_1 Last name_252,Volunteering,Monthly,1,No
Frist_1 Last name_216,Volunteering,Weekly,2,No
Frist_1 Last name_216,Social Media,Daily,2,No
Frist_1 Last name_216,Music,Weekly,3,Yes
Frist_1 Last name_216,Outdoor Sports,Rarely,5,No
Frist_1 Last name_216,Cooking,Weekly,1,No
Frist_1 Last name_216,Movies,Monthly,5,Yes
Frist_1 Last name_216,Traveling,Daily,2,No
Frist_1 Last name_216,Reading,Daily,2,Yes
Frist_1 Last name_180,Social Media,Weekly,1,No
Frist_1 Last name_180,Traveling,Rarely,3,Yes
Frist_1 Last name_180,Outdoor Sports,Rarely,5,Yes
Frist_1 Last name_180,Reading,Daily,3,No
Frist_1 Last name_180,Volunteering,Weekly,2,No
Frist_1 Last name_144,Cooking,Daily,5,No
Frist_1 Last name_144,Movies,Weekly,2,No
Frist_1 Last name_36,Music,Daily,2,Yes
Frist_1 Last name_36,Social Media,Monthly,4,No
Frist_1 Last name_36,Movies,Rarely,3,Yes
Frist_1 Last name_72,Music,Daily,5,No
Frist_1 Last name_72,Social Media,Monthly,3,No
Frist_1 Last name_108,Social Media,Daily,2,Yes
Frist_1 Last name_108,Volunteering,Monthly,5,Yes
Frist_1 Last name_108,Outdoor Sports,Monthly,5,Yes
Frist_1 Last name_284,Traveling,Monthly,3,Yes
Frist_1 Last name_284,Outdoor Sports,Monthly,1,Yes
Frist_1 Last name_284,Music,Daily,3,No
Frist_1 Last name_284,Reading,Rarely,5,Yes
Frist_1 Last name_284,Volunteering,Monthly,2,No
Frist_1 Last name_284,Social Media,Weekly,1,Yes
Frist_1 Last name_284,Movies,Rarely,3,Yes
Frist_1 Last name_284,Cooking,Monthly,4,No
Frist_1 Last name_288,Social Media,Daily,1,No
Frist_1 Last name_288,Movies,Monthly,2,No
Frist_1 Last name_288,Cooking,Weekly,1,No
Frist_2 Last name_237,Reading,Monthly,3,No
Frist_2 Last name_237,Traveling,Rarely,3,Yes
Frist_2 Last name_237,Music,Rarely,4,No
Frist_2 Last name_237,Volunteering,Daily,5,No
Frist_2 Last name_237,Social Media,Daily,2,No
Frist_2 Last name_237,Movies,Daily,1,No
Frist_2 Last name_201,Music,Weekly,4,Yes
Frist_2 Last name_201,Volunteering,Monthly,5,Yes
Frist_2 Last name_201,Social Media,Weekly,1,No
Frist_2 Last name_57,Social Media,Rarely,3,No
Frist_2 Last name_57,Music,Monthly,3,Yes
Frist_2 Last name_57,Traveling,Rarely,5,No
Frist_2 Last name_57,Reading,Monthly,5,Yes
Frist_2 Last name_57,Volunteering,Weekly,1,Yes
Frist_2 Last name_57,Movies,Weekly,3,No
Frist_2 Last name_57,Cooking,Daily,1,Yes
Frist_2 Last name_57,Outdoor Sports,Weekly,4,Yes
Frist_2 Last name_129,Reading,Daily,1,No
Frist_2 Last name_129,Music,Daily,4,Yes
Frist_2 Last name_165,Outdoor Sports,Weekly,3,No
Frist_2 Last name_165,Traveling,Monthly,3,No
Frist_2 Last name_165,Volunteering,Weekly,3,No
Frist_2 Last name_165,Reading,Weekly,3,Yes
Frist_2 Last name_165,Music,Rarely,4,Yes
Frist_2 Last name_93,Volunteering,Daily,3,No
Frist_2 Last name_93,Movies,Weekly,1,No
Frist_2 Last name_273,Cooking,Weekly,2,No
Frist_2 Last name_273,Music,Weekly,4,Yes
Frist_2 Last name_273,Social Media,Monthly,5,Yes
Frist_2 Last name_273,Traveling,Daily,5,Yes
Frist_2 Last name_273,Reading,Rarely,3,Yes
Frist_2 Last name_65,Movies,Weekly,2,Yes
Frist_2 Last name_65,Outdoor Sports,Weekly,4,No
Frist_2 Last name_65,Cooking,Daily,1,Yes
Frist_2 Last name_65,Traveling,Daily,4,Yes
Frist_2 Last name_21,Movies,Daily,1,No
Frist_2 Last name_21,Reading,Monthly,1,Yes
Frist_2 Last name_137,Movies,Weekly,1,Yes
Frist_2 Last name_137,Reading,Monthly,4,Yes
Frist_2 Last name_137,Outdoor Sports,Monthly,4,No
Frist_2 Last name_137,Cooking,Rarely,3,Yes
Frist_2 Last name_245,Traveling,Weekly,4,Yes
Frist_2 Last name_245,Volunteering,Daily,5,No
Frist_2 Last name_245,Cooking,Daily,1,Yes
Frist_2 Last name_245,Music,Monthly,2,Yes
Frist_2 Last name_281,Social Media,Daily,2,No
Frist_2 Last name_281,Reading,Rarely,3,Yes
Frist_2 Last name_281,Outdoor Sports,Weekly,2,Yes
Frist_2 Last name_281,Cooking,Monthly,4,No
Frist_2 Last name_101,Social Media,Daily,5,Yes
Frist_2 Last name_101,Traveling,Weekly,2,Yes
Frist_2 Last name_29,Reading,Weekly,3,No
Frist_2 Last name_29,Movies,Weekly,5,No
Frist_2 Last name_209,Social Media,Monthly,1,No
Frist_2 Last name_209,Outdoor Sports,Weekly,4,No
Frist_2 Last name_209,Traveling,Rarely,3,No
Frist_2 Last name_209,Cooking,Weekly,2,Yes
Frist_2 Last name_209,Movies,Monthly,5,No
Frist_2 Last name_209,Music,Daily,5,Yes
Frist_2 Last name_209,Volunteering,Daily,1,Yes
Frist_2 Last name_209,Reading,Rarely,1,No
Frist_2 Last name_173,Social Media,Rarely,4,No
Frist_2 Last name_173,Volunteering,Monthly,1,No
Frist_2 Last name_105,Cooking,Weekly,1,Yes
Frist_2 Last name_265,Movies,Monthly,4,No
Frist_2 Last name_265,Cooking,Weekly,4,No
Frist_2 Last name_265,Social Media,Monthly,5,Yes
Frist_2 Last name_229,Social Media,Daily,3,No
Frist_2 Last name_229,Cooking,Monthly,4,No
Frist_2 Last name_229,Traveling,Weekly,1,Yes
Frist_2 Last name_229,Music,Rarely,5,No
Frist_2 Last name_229,Movies,Monthly,4,No
Frist_2 Last name_193,Music,Daily,3,Yes
Frist_2 Last name_69,Movies,Monthly,5,No
Frist_2 Last name_69,Traveling,Rarely,1,Yes
Frist_2 Last name_69,Reading,Weekly,5,No
Frist_2 Last name_157,Social Media,Daily,5,No
Frist_2 Last name_157,Volunteering,Weekly,1,No
Frist_2 Last name_157,Music,Rarely,2,Yes
Frist_2 Last name_157,Movies,Rarely,4,Yes
Frist_2 Last name_157,Reading,Rarely,2,Yes
Frist_2 Last name_157,Traveling,Daily,2,No
Frist_2 Last name_177,Reading,Weekly,4,Yes
Frist_2 Last name_177,Volunteering,Monthly,5,Yes
Frist_2 Last name_33,Social Media,Rarely,2,No
Frist_2 Last name_85,Social Media,Weekly,5,No
Frist_2 Last name_85,Volunteering,Rarely,5,No
Frist_2 Last name_85,Movies,Weekly,1,No
Frist_2 Last name_85,Outdoor Sports,Monthly,3,No
Frist_2 Last name_249,Volunteering,Daily,2,No
Frist_2 Last name_249,Social Media,Rarely,2,No
Frist_2 Last name_249,Music,Weekly,3,Yes
Frist_2 Last name_249,Reading,Monthly,4,No
Frist_2 Last name_249,Cooking,Monthly,3,Yes
Frist_2 Last name_249,Movies,Monthly,1,No
Frist_2 Last name_249,Outdoor Sports,Daily,2,No
Frist_2 Last name_249,Traveling,Monthly,1,No
Frist_2 Last name_141,Reading,Weekly,5,Yes
Frist_2 Last name_141,Volunteering,Monthly,1,No
Frist_2 Last name_141,Outdoor Sports,Monthly,3,No
Frist_2 Last name_49,Cooking,Monthly,3,No
Frist_2 Last name_49,Traveling,Monthly,4,Yes
Frist_2 Last name_49,Reading,Daily,3,Yes
Frist_2 Last name_49,Social Media,Weekly,3,Yes
Frist_2 Last name_213,Music,Rarely,5,Yes
Frist_2 Last name_13,Music,Daily,2,No
Frist_2 Last name_13,Reading,Monthly,5,Yes
Frist_2 Last name_13,Cooking,Rarely,4,No
Frist_2 Last name_13,Traveling,Weekly,3,Yes
Frist_2 Last name_13,Outdoor Sports,Rarely,1,Yes
Frist_2 Last name_121,Traveling,Weekly,4,Yes
Frist_2 Last name_121,Outdoor Sports,Daily,5,No
Frist_2 Last name_121,Cooking,Weekly,2,No
Frist_2 Last name_241,Traveling,Weekly,3,No
Frist_2 Last name_241,Music,Rarely,4,No
Frist_2 Last name_205,Movies,Monthly,5,Yes
Frist_2 Last name_205,Music,Weekly,2,No
Frist_2 Last name_205,Volunteering,Daily,3,No
Frist_2 Last name_205,Cooking,Weekly,4,Yes
Frist_2 Last name_205,Traveling,Weekly,5,Yes
Frist_2 Last name_205,Social Media,Monthly,4,Yes
Frist_2 Last name_189,Volunteering,Rarely,3,Yes
Frist_2 Last name_189,Music,Rarely,2,Yes
Frist_2 Last name_189,Reading,Monthly,2,No
Frist_2 Last name_45,Music,Weekly,2,No
Frist_2 Last name_45,Reading,Rarely,1,Yes
Frist_2 Last name_45,Movies,Weekly,3,Yes
Frist_2 Last name_45,Traveling,Rarely,5,Yes
Frist_2 Last name_45,Social Media,Daily,1,No
Frist_2 Last name_45,Volunteering,Weekly,2,Yes
Frist_2 Last name_9,Traveling,Monthly,4,Yes
Frist_2 Last name_9,Music,Daily,3,Yes
Frist_2 Last name_9,Social Media,Daily,5,No
Frist_2 Last name_9,Volunteering,Monthly,2,Yes
Frist_2 Last name_9,Movies,Weekly,1,Yes
Frist_2 Last name_9,Reading,Daily,5,Yes
Frist_2 Last name_9,Cooking,Rarely,2,No
Frist_2 Last name_9,Outdoor Sports,Weekly,3,No
Frist_2 Last name_225,Traveling,Weekly,1,No
Frist_2 Last name_225,Music,Rarely,4,No
Frist_2 Last name_225,Cooking,Weekly,4,Yes
Frist_2 Last name_225,Outdoor Sports,Weekly,5,No
Frist_2 Last name_261,Outdoor Sports,Monthly,3,Yes
Frist_2 Last name_261,Volunteering,Daily,4,No
Frist_2 Last name_261,Movies,Rarely,4,Yes
Frist_2 Last name_261,Reading,Daily,5,Yes
Frist_2 Last name_261,Social Media,Monthly,1,Yes
Frist_2 Last name_261,Music,Daily,2,Yes
Frist_2 Last name_261,Cooking,Rarely,1,Yes
Frist_2 Last name_133,Traveling,Monthly,3,No
Frist_2 Last name_133,Cooking,Daily,1,No
Frist_2 Last name_133,Volunteering,Weekly,1,Yes
Frist_2 Last name_61,Music,Daily,2,Yes
Frist_2 Last name_61,Reading,Monthly,4,No
Frist_2 Last name_61,Traveling,Weekly,2,Yes
Frist_2 Last name_61,Social Media,Weekly,3,No
Frist_2 Last name_61,Outdoor Sports,Weekly,1,Yes
Frist_2 Last name_61,Movies,Daily,1,Yes
Frist_2 Last name_61,Volunteering,Rarely,1,Yes
Frist_2 Last name_61,Cooking,Daily,2,Yes
Frist_2 Last name_97,Reading,Daily,1,No
Frist_2 Last name_97,Volunteering,Daily,5,No
Frist_2 Last name_97,Music,Monthly,3,No
Frist_2 Last name_97,Movies,Daily,4,No
Frist_2 Last name_97,Traveling,Daily,2,Yes
Frist_2 Last name_97,Cooking,Daily,2,No
Frist_2 Last name_169,Traveling,Monthly,4,No
Frist_2 Last name_169,Music,Daily,3,Yes
Frist_2 Last name_169,Cooking,Monthly,3,Yes
Frist_2 Last name_169,Social Media,Daily,4,Yes
Frist_2 Last name_169,Reading,Monthly,4,Yes
Frist_2 Last name_169,Movies,Daily,5,No
Frist_2 Last name_169,Outdoor Sports,Monthly,4,No
Frist_2 Last name_25,Cooking,Rarely,1,No
Frist_2 Last name_25,Outdoor Sports,Weekly,3,Yes
Frist_2 Last name_25,Reading,Weekly,4,No
Frist_2 Last name_25,Movies,Weekly,3,No
Frist_2 Last name_25,Social Media,Monthly,4,No
Frist_2 Last name_25,Traveling,Daily,5,Yes
Frist_2 Last name_117,Volunteering,Weekly,1,Yes
Frist_2 Last name_117,Social Media,Daily,4,No
Frist_2 Last name_117,Reading,Monthly,2,Yes
Frist_2 Last name_277,Cooking,Rarely,2,Yes
Frist_2 Last name_277,Movies,Rarely,5,Yes
Frist_2 Last name_277,Traveling,Weekly,3,Yes
Frist_2 Last name_277,Outdoor Sports,Rarely,5,No
Frist_2 Last name_277,Reading,Monthly,3,Yes
Frist_2 Last name_277,Social Media,Rarely,3,Yes
Frist_2 Last name_277,Volunteering,Rarely,4,No
Frist_2 Last name_277,Music,Daily,3,No
Frist_2 Last name_81,Movies,Monthly,1,Yes
Frist_2 Last name_81,Reading,Weekly,3,Yes
Frist_2 Last name_81,Outdoor Sports,Monthly,3,No
Frist_2 Last name_81,Volunteering,Rarely,4,No
